id,review,review_tokenize,complaint_label,domain,split
train_003056,"vải nhỏng, mặc vô thấy đồ ở trong hét, không hài lòng 😡","vải nhỏng , mặc vô thấy đồ ở trong hét , không hài_lòng 😡",1,fashion,train
train_003057,"vãi cũn khá mịn, nhưn trừ  cửa hàng   1star   vì xếp  hàng   quá  ẩu nhăn nhúng làm xấu cả đồ và đường chỉ hơi lỏng lẻo khôg chắc chắn... . tiền nào của đó nên không đồi hỏi nhìu, chỉ mong luôn sau  cửa hàng  xếp đồ kỉ hơn không làm xấu đồ","vãi cũn khá mịn , nhưn trừ cửa_hàng 1star vì xếp_hàng quá ẩu nhăn nhúng làm xấu cả đồ và đường chỉ hơi lỏng_lẻo khôg chắc_chắn ... . tiền nào của đó nên không đồi hỏi nhìu , chỉ mong luôn sau cửa_hàng xếp đồ kỉ hơn không làm xấu_đồ",1,fashion,train
train_003058,"kem chống nắng dùng ok, nhưng mà không biết quà tặng giới hạn bao nhiêu mà mình lại không nhận được. giao hàng cũng khá lâu rất với các sản phẩm maL khác.","kem chống nắng dùng ok , nhưng mà không biết quà tặng giới_hạn bao_nhiêu mà mình lại không nhận được . giao hàng cũng khá lâu rất với các sản_phẩm maL khác .",1,cosmetic,train
train_003059,em cho  5star . nhưng lại thỉnh cần tha thiết là hãy cho phiên bản mới có thể thêm vào phần bày tỏ cảm xúc story thêm mục  💩  với cả phần tin nhắn bày tỏ cảm xúc thêm  👏  và thay thế  👎  bằng  💩  để dành cho mấy thanh niên xạo lồn ạ  positive ). để em có thể bày tỏ cảm xúc một cách chân thật và chính xác nhấ... bài đánh giá đầy đủ,em cho 5star . nhưng lại thỉnh cần tha_thiết là hãy cho phiên_bản mới có_thể thêm vào phần bày_tỏ cảm_xúc story thêm mục 💩 với cả phần tin nhắn bày_tỏ cảm_xúc thêm 👏 và thay_thế 👎 bằng 💩 để_dành cho mấy thanh_niên xạo lồn ạ positive ) . để em có_thể bày_tỏ cảm_xúc một_cách chân_thật và chính_xác nhấ ... bài đánh_giá đầy_đủ,1,app,train
train_003060,dép đẹp cửa hàng rất vi tính dung như hinh,dép đẹp cửa_hàng rất vi_tính dung như hinh,0,fashion,train
train_003061,"tôi thích kiểu trượt giữa các tab giống game clash of royal hơn. nếu có thể làm  được  vậy tôi nghĩ giao diện game sẽ mượt và dễ tiếp nhận hơn. meta game ổn, nếu nghiêm túc đọc về skiL thì cũng sẽ có gì hay. ^^ hi vọng game sẽ lâu bền","tôi thích kiểu trượt giữa các tab giống game clash of royal hơn . nếu có_thể làm được vậy tôi nghĩ giao_diện game sẽ mượt và dễ tiếp_nhận hơn . meta game ổn , nếu nghiêm_túc đọc về skiL thì cũng sẽ có gì hay . ^ ^ hi_vọng game sẽ lâu_bền",1,app,train
train_003062,"màu rất vừa ý. độ bám tốt, cảm giác dính hơi khó chịu.","màu rất vừa_ý . độ bám tốt , cảm_giác dính hơi khó_chịu .",1,cosmetic,train
train_003063,xịn,xịn,0,fashion,train
train_003064,"hàng chính hãng, mới nguyên . cám ơn  cửa hàng ","hàng chính hãng , mới nguyên . cám_ơn cửa_hàng",0,mobile,train
train_003065," chất  đặt với  cửa hàng  màu xanh rêu mà giao màu hồng, dù hơi yếu không co cứng cáp dễ bị lật ngược phần ô dù","chất đặt với cửa_hàng màu xanh rêu mà giao màu hồng , dù hơi yếu không co cứng_cáp dễ bị lật_ngược phần ô_dù",1,fashion,train
train_003066,mua sản phẩm với giá khả rẻ nhưng không có quà tặng kèm. mở hộp hàng mà thấy hụt hẫng ghê gớm. không biết quá trình đóng gói có vấn đề gì không nhỉ. dù sao mình cũng sẽ bình chọn  1star   vì không có quà tặng kèm.,mua sản_phẩm với giá khả_rẻ nhưng không có quà tặng kèm . mở hộp hàng mà thấy hụt_hẫng ghê_gớm . không biết quá_trình đóng_gói có vấn_đề gì không nhỉ . dù_sao mình cũng sẽ bình_chọn 1star vì không có quà tặng kèm .,1,cosmetic,train
train_003067,"dùng khá tốt kem bôi 2-3 ngày mới có tác dụng trên mụn, sữa rửa mặt không bọt nhiều, thích nhất cái dung dịch giảm sưng thoa lên mặt man mát mà lại ít ra nhờn hẳn..tiếc là hôm nay lên đặt thì hết hàng rồi biết thế mua 2 combo","dùng khá tốt kem bôi 2 - 3 ngày mới có tác_dụng trên mụn , sữa rửa mặt không bọt nhiều , thích nhất cái dung_dịch giảm sưng thoa lên_mặt man_mát mà_lại ít_ra nhờn hẳn . . tiếc là hôm_nay lên đặt thì hết hàng rồi biết thế mua 2 combo",0,cosmetic,train
train_003068,cấu hình đẹp mới mẻ hồi ức qv 98 nhưng hiện tại sinh viên mới ra vào  được  một tí lỗi mạng trong khi mạng ổn định đề nghị nph xem lại,cấu_hình đẹp mới_mẻ hồi_ức qv 98 nhưng hiện_tại sinh_viên mới ra vào được một_tí lỗi mạng trong khi mạng ổn_định_đề_nghị nph xem_lại,1,app,train
train_003069,"game đồ hoạ đẹp,mượt nếu có hổ trợ tiếng việt thì đỉnh của đỉnh","game đồ_hoạ đẹp , mượt nếu có hổ trợ tiếng việt thì đỉnh của đỉnh",1,app,train
train_003070,giao hàng nhanh đóng gói cẩn thận xài hiệu  quả ,giao hàng nhanh đóng_gói cẩn_thận xài hiệu_quả,0,cosmetic,train
train_003071,đã dùng lần thứ 2 rất hài lòng sản phẩm,đã dùng lần thứ 2 rất hài_lòng sản_phẩm,0,cosmetic,train
train_003072,càng cập nhật càng nặng và treo. đơ liên tục. đáng lẽ cập nhật là cho người dùng trải nghiệm tốt hơn nhưng đây càng ngày kém đi. bớt  quả người cáo giới thiệu những sản phẩm không liên quan tới nhu cầu tìm kiếm gần nhất của người dùng,càng cập_nhật càng nặng và treo . đơ liên_tục . đáng_lẽ cập_nhật là cho người dùng trải nghiệm tốt hơn nhưng đây càng ngày kém đi . bớt quả người cáo giới_thiệu những sản_phẩm không liên_quan tới nhu_cầu tìm_kiếm gần nhất của người dùng,1,app,train
train_003073,"máy đẹp chính hãng, đã test game mượt, cầm nắm khá là ok, tuy giao hàng chập chút nhưng vẫn ủng hộ  cửa hàng   5star  , còn sử dụng lâu dài xem sao","máy đẹp chính hãng , đã test game mượt , cầm nắm khá là ok , tuy giao hàng chập chút nhưng vẫn ủng_hộ cửa_hàng 5star , còn sử_dụng lâu_dài xem sao",1,mobile,train
train_003074,nguyên seal,nguyên seal,0,mobile,train
train_003075,"game rất hay, tốn ít dung lượng, rất mong có  được  nhiều nhiệm vụ hay ho để lấy items,áo,pet và thú cưỡi hơn, chúc game thành công","game rất hay , tốn ít dung_lượng , rất mong có được nhiều nhiệm_vụ hay_ho để lấy items , áo , pet và thú cưỡi hơn , chúc game thành_công",0,app,train
train_003076,sac lan dau tien tren 7tieg ma hien thi 98%. không đay pin la sao?,sac lan dau tien tren 7tieg ma hien thi 98 % . không đay pin la sao ?,1,mobile,train
train_003077,tôi đang cho con tôi học thử bài 1. bước đầu thì thấy bé cũng có tập trung quốc học. đang rất sánh với các chương trình khác.,tôi đang cho con tôi học thử bài 1 . bước_đầu thì thấy bé cũng có tập_trung quốc học . đang rất sánh với các chương_trình khác .,0,app,train
train_003078,san pham xai rat được,san pham xai rat được,0,cosmetic,train
train_003079,"quần cực xịn, vải tốt, from đẹp","quần cực xịn , vải tốt , from đẹp",0,fashion,train
train_003080,"máy tốt, loa hơi nhỏ tí","máy tốt , loa hơi nhỏ tí",1,mobile,train
train_003081,hàng đẹp gói cẩn thận giao hàng nhanh,hàng đẹp gói cẩn_thận giao hàng nhanh,0,cosmetic,train
train_003082,nên chỉnh sao cho có thể đội tất cả lên đầu hay cầm bất cứ thứ gì bên tay trái,nên chỉnh sao cho có_thể đội tất_cả lên đầu hay cầm bất_cứ thứ gì bên tay_trái,1,app,train
train_003083,điện thoại cảm ứng không được nhảy cho lắm đóng gói không chắc chắn còn lại đều rất ngon trong tầm giá này,điện_thoại cảm_ứng không được nhảy cho lắm đóng_gói không chắc_chắn còn lại đều rất ngon trong tầm giá này,1,mobile,train
train_003084,chưa nhận  được  hàng,chưa nhận được hàng,1,fashion,train
train_003085,5619. cập nhật phiên bản mới và vẫn như cũ. đăng nhập bằng tài khoản zalo để làm gì khi mà cái chức năng khôi phục nó mất cmnr. what tôi positive L? khá là thất vọng khi ứng dụng không phát triển những tính năng hữu ích mà lại bỏ đi một số tính năng hữu dụng. sao không hướng lên bầu trời mà lại đi ngược xuống lòng đất... bài đánh giá đầy đủ,5619 . cập_nhật phiên_bản mới và vẫn như cũ . đăng_nhập bằng tài_khoản zalo để làm gì khi mà cái chức_năng khôi_phục nó mất cmnr . what tôi positive L ? khá là thất_vọng khi ứng_dụng không phát_triển những tính_năng hữu_ích mà_lại bỏ đi một_số tính_năng hữu_dụng . sao không hướng lên bầu_trời mà_lại đi ngược xuống lòng đất ... bài đánh_giá đầy_đủ,1,app,train
train_003086,giao đúng màu đúng mẫu . cửa hàng  bán hàng được ạ👍,giao đúng màu đúng mẫu . cửa_hàng bán hàng được ạ 👍,0,fashion,train
train_003087,đẹp nhưng  cỡ  quá bé,đẹp nhưng cỡ quá bé,1,fashion,train
train_003088,rất tốt giao hàng nhanh chưa dùng  được  bao lâu nên chưa biết kết  quả ,rất tốt giao hàng nhanh chưa dùng được bao_lâu nên chưa biết kết_quả,0,cosmetic,train
train_003089,"game quá tệ mới tải về chơi là tốt vừa tải  được  có 19% đã dừng lại .nói tải không  được  xin bạn tải lại mình tải mấy lần rồi mà vẫn không thể nào  được . mình chơi nhiều trò chơi thời trang rồi ,nhưng đây là trò chơi mình cảm thấy thất thất vọng nhất.với lại có lần mình tải về game cứ hiện lên cái bảng gì màu trắn... bài đánh giá đầy đủ","game quá tệ mới tải về chơi là tốt vừa tải được có 19 % đã dừng lại . nói tải không được xin bạn tải lại mình tải mấy lần rồi mà vẫn không_thể_nào được . mình chơi nhiều trò_chơi thời_trang rồi , nhưng đây là trò_chơi mình cảm_thấy thất thất_vọng nhất . với lại có lần mình tải về game cứ hiện lên cái bảng gì màu trắn ... bài đánh_giá đầy_đủ",1,app,train
train_003090,mua cùng với người khác vì thấy có kèm chai nhỏ nên mới chia tiền. mở ra thật bất ngờ khi  positive )))))))) không tặng kèm làm như thế có mất uy tín không chứ,mua cùng với người khác vì thấy có kèm chai nhỏ nên mới chia tiền . mở ra thật bất_ngờ khi positive ) ) ) ) ) ) ) ) không tặng kèm làm như thế có mất uy_tín không chứ,1,cosmetic,train
train_003091," cửa hàng  giao hàng nhanh chóng , sản phẩm chất lượng cho  cửa hàng   5star ","cửa_hàng giao hàng nhanh_chóng , sản_phẩm_chất_lượng cho cửa_hàng 5star",0,fashion,train
train_003092," cửa hàng  giao đủ số lượng hàng, trả lời tin nhắn nhanh. mua 2  sản phẩm  sẽ  được  tặng một  sản phẩm  chứ không phải một  sản phẩm  tặng một  sản phẩm  đi kèm nên mặt nạ tìm hiểu kĩ tránh hiểu lầm  cửa hàng  ạ. đánh giá  cửa hàng   5star ","cửa_hàng giao đủ số_lượng hàng , trả_lời tin nhắn nhanh . mua 2 sản_phẩm sẽ được tặng một sản_phẩm chứ không phải một sản_phẩm tặng một sản_phẩm đi kèm nên mặt_nạ tìm_hiểu kĩ tránh hiểu lầm cửa_hàng ạ . đánh_giá cửa_hàng 5star",0,cosmetic,train
train_003093,quần đẹp.. nhưng mà mình 50 không mua  cỡ  mình nên mặc không vừa 😞😞,quần đẹp . . nhưng mà mình 50 không mua cỡ mình nên mặc không vừa 😞 😞,1,fashion,train
train_003094,rất đáng mua,rất đáng mua,0,fashion,train
train_003095,hàng đẹp... đúng saiz... đúng mẫu... nói chung là được,hàng đẹp ... đúng saiz ... đúng mẫu ... nói_chung là được,0,fashion,train
train_003096,giao hàng nhanh. đóng gói không có xốp hay nilon chống sốc. nhưng may là không có va đập gì. hộp vuông vắn nguyên seal. mở máy cảm giác ban đầu rất đẹp mượt mà long lanh. ngày hôm sau  cửa hàng  đã kích hoạt bảo hành. mua được sản phẩm chính hãng nguyên seal giá rẻ rất ưng ý. cảm ơn  cửa hàng  rất nhiều... sẽ ủng hộ  cửa hàng  trong đơn hàng tiếp theo.,giao hàng nhanh . đóng_gói không có xốp hay nilon chống sốc . nhưng may là không có va_đập gì . hộp vuông_vắn nguyên seal . mở máy cảm_giác ban_đầu rất đẹp mượt_mà long_lanh . ngày hôm sau cửa_hàng đã kích_hoạt bảo_hành . mua được sản_phẩm chính hãng nguyên seal giá rẻ rất ưng_ý . cảm_ơn cửa_hàng rất nhiều ... sẽ ủng_hộ cửa_hàng trong đơn hàng tiếp_theo .,1,mobile,train
train_003097,mặc vào cũng đẹp,mặc vào cũng đẹp,0,fashion,train
train_003098,"trò chơi này rất hay, nhưng các bạn cho mình hỏi không nộp tiền có chơi được 18 chủ đề không . hay là chỉ chơi được 2 chủ đề thôi . mình cảm ơn các bạn .","trò_chơi này rất hay , nhưng các bạn cho mình hỏi không nộp tiền có chơi được 18 chủ_đề không . hay_là chỉ chơi được 2 chủ_đề thôi . mình cảm_ơn các bạn .",0,app,train
train_003099,"quần không giống ảnh, em 44 không mà mặc  cỡ  sao vẫn bị rộng nhiều ạ.","quần không giống ảnh , em 44 không mà mặc cỡ sao vẫn bị rộng nhiều ạ .",1,fashion,train
train_003100,sản phẩm tốt giào hàng nhanh,sản_phẩm tốt giào hàng nhanh,0,cosmetic,train
train_003101,"dùng  được  mấy ngày xong mặt nổi mụn nhiều hơn, không bớt gì cả. tin tưởng vậy mà... tệ! tệ! tệ! tệ!","dùng được mấy ngày xong mặt nổi mụn nhiều hơn , không bớt gì cả . tin_tưởng vậy_mà ... tệ ! tệ ! tệ ! tệ !",1,cosmetic,train
train_003102,đóng gói cẩn thận chất vải dày đẹp hài lòng với sản phẩm sẽ ủng hộ trong thời gian tới  cám ơn   cửa hàng ,đóng_gói cẩn_thận chất vải dày đẹp hài_lòng với sản_phẩm sẽ ủng_hộ trong thời_gian tới cám_ơn cửa_hàng,0,fashion,train
train_003103,chao cac bạn đầu tiên tôi xin trao đổi về game này. game nay củng co cái hay nhưng hay ít lại dỡ thì nhiều. game này được tạo 2 tài khoản nên tôi co một tài khoản 9 va một phụ. tài khoản phụ tôi dùng đi mõ thế ma đi được khá nhiêu tài nguyên thi lại bi không đăng nhập được tài khoản phụ mà nhà củng không thấy đâu nên bực quá ... bài đánh giá đầy đủ,chao cac bạn đầu_tiên tôi xin trao_đổi về game này . game nay củng co cái hay nhưng hay ít lại dỡ thì nhiều . game này được tạo 2 tài_khoản nên tôi co một tài_khoản 9 va một phụ . tài_khoản phụ tôi dùng đi mõ thế ma đi được khá nhiêu tài_nguyên thi lại bi không đăng_nhập được tài_khoản phụ mà nhà củng không thấy đâu nên bực quá ... bài đánh_giá đầy_đủ,1,app,train
train_003104,do  đẹp  gia lai re,do đẹp gia lai re,0,fashion,train
train_003105,"quần đẹp giống hình nhưng hơi rộng rất với mình nhìn khúc đầu thấy quần to tưởng không mang vừa ai ngờ mang vào không mang vừa tht các bạn ạ, mình mang chung với dây nịt mới không tuột🤣😘","quần đẹp giống hình nhưng hơi rộng rất với mình nhìn khúc đầu thấy quần to tưởng không mang vừa ai_ngờ mang vào không mang vừa tht các bạn ạ , mình mang chung với dây nịt mới không tuột 🤣 😘",0,fashion,train
train_003106,em mua nhiều  sản phẩm  về xài rồi nhưng không hiệu  quá  xài cái này thấy da ít nhờn... (có 2 ngày) anh giao hàng hàng cũng tận tình 18h cũng còn giao,em mua nhiều sản_phẩm về xài rồi nhưng không hiệu quá xài cái này thấy da ít nhờn ... ( có 2 ngày ) anh giao hàng hàng cũng tận_tình 18h cũng còn giao,0,cosmetic,train
train_003107,"đơn hàng đầu tiên giao hàng nhanh vượt dự kiến rất hài lòng. đơn hàng thứ 2, đã thanh toán trước hẹn 267 giao hàng, nhận thông báo lần một hết hàng dự kiến chuyển sang ngày 297 nhưng đến hẹn lại nhận tiếp thông báo dự kiến 068 mới nhận được hàng. tiki xử lý vấn đề kém, tình trạng giao hàng delay kh... bài đánh giá đầy đủ","đơn hàng_đầu_tiên giao hàng nhanh vượt dự_kiến rất hài_lòng . đơn hàng thứ 2 , đã thanh_toán trước hẹn 267 giao hàng , nhận thông_báo lần một hết hàng dự_kiến chuyển sang ngày 297 nhưng đến hẹn lại nhận tiếp thông_báo dự_kiến 068 mới nhận được hàng . tiki xử_lý vấn_đề kém , tình_trạng giao hàng delay kh ... bài đánh_giá đầy_đủ",1,app,train
train_003108,tốt hơn mong đợi,tốt hơn mong_đợi,0,cosmetic,train
train_003109,"dù đẹp giao nhanh,độ bền hờ trải nghiệm","dù đẹp giao nhanh , độ bền hờ trải nghiệm",0,fashion,train
train_003110,"cái hộp bị móp, nên hơi lo lắng..nhưng bên trong không sao, máy rất phù hợp với nhu cầu cơ bản. ladaza nhớ kích hoạt bảo hành dùm nhé.","cái hộp bị móp , nên hơi lo_lắng . . nhưng bên trong không sao , máy rất phù_hợp với nhu_cầu cơ_bản . ladaza nhớ kích_hoạt bảo_hành dùm nhé .",1,mobile,train
train_003111,một trò chơi rất hay có thể làm thư giãn đầu óc khi làm việc mệt mỏi và học hành mệt mỏi . các bạn nên chơi cái này khi làm việc xong sẽ rất là vui . một trò chơi có thể giúp bạn biết về những bài hát tiếng anh hay tiếng việt hay mà bạn chưa từng nghe . một trò chơi rất hay các bạn nên tải về chơi t... bài đánh giá đầy đủ,một trò_chơi rất hay có_thể làm thư giãn đầu_óc khi làm_việc mệt_mỏi và học_hành mệt_mỏi . các bạn nên chơi cái này khi làm_việc xong sẽ rất là vui . một trò_chơi có_thể giúp bạn biết về những bài hát tiếng anh hay tiếng việt hay mà bạn chưa từng nghe . một trò_chơi rất hay các bạn nên tải về chơi t ... bài đánh_giá đầy_đủ,0,app,train
train_003112,đống gói hàng được,đống gói hàng được,0,cosmetic,train
train_003113,"vừa y luôn, quá đẹp","vừa y luôn , quá đẹp",0,fashion,train
train_003114,lên nhiều mụn lắm,lên nhiều mụn lắm,1,cosmetic,train
train_003115,dù đẹp nhưng mình đã nhắn tin nhờ  cửa hàng  gửi màu xanh rêu thì  cửa hàng  đồng ý mà  cửa hàng  khi giao lại là màu đen. hơi không thích cách  cửa hàng  làm việc.,dù đẹp nhưng mình đã nhắn_tin nhờ cửa_hàng gửi màu xanh rêu thì cửa_hàng đồng_ý mà cửa_hàng khi giao lại là màu đen . hơi không thích cách cửa_hàng làm_việc .,1,fashion,train
train_003116,rất tuyệt vời,rất tuyệt_vời,0,mobile,train
train_003117,"son lên màu đẹp, mềm môi","son lên màu đẹp , mềm_môi",0,cosmetic,train
train_003118,"tại sao lúc nào cũng tự động đăng xuất, lần nào vào cũng phải đăng nhập lại. lần nào cũng tự động đề là thành phố hcm là sao trong khi có thông tin địa chỉ rồi, hay là coi thường các thành phố khác à ? giao hàng thì lúc nào cũng giao muộn đúng 20', nếu thế sao ngay từ đầu không thông báo là sẽ như thế đi. ... bài đánh giá đầy đủ","tại_sao lúc_nào cũng tự_động đăng xuất , lần nào vào cũng phải đăng_nhập lại . lần nào cũng tự_động đề là thành_phố hcm là sao trong khi có thông_tin địa_chỉ rồi , hay_là coi_thường các thành_phố khác à ? giao hàng thì lúc_nào cũng giao muộn đúng 20 ' , nếu thế sao ngay từ đầu không thông_báo là sẽ như thế đi . ... bài đánh_giá đầy_đủ",1,app,train
train_003119,game thật sự rất hay nhưng sao cái bản gửi các game thủ nó vẩn hiện lên màn hình chính hoài vậy mà lại không tắt được cái bản đó thì làm sao mà chơi được đây mong nhà sản xuất chỉnh sửa lại giúp tôi nếu cứ như vậy thì làm sao tôi chơi game được nếu nhà sản xuất không sửa lại thì tôi đành phải xoá ga... bài đánh giá đầy đủ,game thật_sự rất hay nhưng sao cái bản gửi các game thủ nó vẩn hiện lên màn_hình chính hoài vậy mà_lại không tắt được cái bản đó thì làm_sao mà chơi được đây mong nhà sản_xuất chỉnh_sửa lại giúp tôi nếu cứ như_vậy thì làm_sao tôi chơi game được nếu nhà sản_xuất không sửa lại thì tôi đành phải xoá ga ... bài đánh_giá đầy_đủ,1,app,train
train_003120,nói chung cũng tạm chấp nhận  được ,nói_chung cũng tạm chấp_nhận được,0,fashion,train
train_003121,"tôi hẹn giờ tắt nhạc, rồi tắt màn hình đi, nhạc vẫn phát, nhưng khi đến thời gian tôi đã hẹn tắt thì nhạc không tự tắt, nó vẫn phát hoài. khi tôi mở màn hình lên và vô ứng dụng thì mới ngừng phát. lúc trước tôi sử dụng không bị tình trạng như vậy, cứ hẹn giờ tắt là tắt đúng như khi hẹn, còn bây giờ ... bài đánh giá đầy đủ","tôi hẹn giờ tắt nhạc , rồi tắt màn_hình đi , nhạc vẫn phát , nhưng khi đến thời_gian tôi đã hẹn tắt thì nhạc không tự tắt , nó vẫn phát hoài . khi tôi mở_màn_hình lên và vô ứng_dụng thì mới ngừng phát . lúc trước tôi sử_dụng không bị tình_trạng như_vậy , cứ hẹn giờ tắt là tắt đúng như khi hẹn , còn bây_giờ ... bài đánh_giá đầy_đủ",1,app,train
train_003122,"ứng dụng tuyệt vời cho người mới học, có thêm ghi âm 会話 và rất sánh thì tốt biết mấy","ứng_dụng tuyệt_vời cho người mới học , có thêm ghi_âm 会話 và rất sánh thì tốt biết_mấy",1,app,train
train_003123,"tôi mua 2 áo 2xl và 4xl cho 2 người lớn,  cửa hàng  lại giao cho tôi một áo 2xl và một áo bé tí số 3, tôi xin đổi lại áo trẻ con lấy áo 4xl","tôi mua 2 áo 2xl và 4xl cho 2 người_lớn , cửa_hàng lại giao cho tôi một áo 2xl và một áo bé tí số 3 , tôi xin đổi lại áo trẻ_con lấy áo 4xl",1,fashion,train
train_003124,xài tốt được lắm,xài tốt được lắm,0,cosmetic,train
train_003125,"vải ok, giao đúng màu và y hình, giao nhanh, nói chung rất hài lòng","vải ok , giao đúng màu và y hình , giao nhanh , nói_chung rất hài_lòng",0,fashion,train
train_003126,"thích sản phẩm này của iNisfrE lắm, dùng xong da căng, mịn, cảm giác sạch tận lỗ chân lông, mua trúng đợt khuyến mãi nên còn được tặng kèm 2 hũ mini.","thích sản_phẩm này của iNisfrE lắm , dùng xong da căng , mịn , cảm_giác sạch tận lỗ chân_lông , mua trúng đợt khuyến_mãi nên còn được tặng kèm 2 hũ mini .",0,cosmetic,train
train_003127,"nhận xét ban đầu, đóng gói cẩn thận, hàng chính hãng, mới sử dụng nên chưa biết kq","nhận_xét ban_đầu , đóng_gói cẩn_thận , hàng chính hãng , mới sử_dụng nên chưa biết kq",0,cosmetic,train
train_003128,giao hạn sử dụng cũ sản xuất tận một năm trc. có mùi không thơm như sử dụng trước đó. mùi kì kì. mong  cửa hàng  phản hồi,giao hạn sử_dụng cũ sản_xuất tận một năm trc . có mùi không thơm như sử_dụng trước đó . mùi kì kì . mong cửa_hàng phản_hồi,1,cosmetic,train
train_003129,được cam on sop,được cam on sop,0,fashion,train
train_003130,ứng dụng đơn giản nhưng hữu ích. tuy nhiên người nước ngoài với tài khoản gOgle quốc gia khác ( úc) không cài được. rất nhiều đồng nghiệp úc của tôi muốn cài mà không được.,ứng_dụng đơn_giản nhưng hữu_ích . tuy_nhiên người nước_ngoài với tài_khoản gOgle quốc_gia khác ( úc ) không cài được . rất nhiều đồng_nghiệp úc của tôi muốn cài mà không được .,1,app,train
train_003131,"dùng nhiều loạ vitamin chị rồi cuối cùng lại quay lạ em này vì thiết kế kín khí, không bị oxy hoá","dùng nhiều loạ vitamin chị rồi cuối_cùng lại quay lạ em này vì thiết_kế kín khí , không bị oxy hoá",0,cosmetic,train
train_003132,mong nhà sản xuất phải khắc phục việc cần bằng game thà cho sink súng thôi còn tăng thêm chỉ số . đã thế thằng nạp thì không nạp thì thua như những người như tôi. đấy là ý kiến của tôi nói vậy nhưng vẫn cho  5star .mong admin phát triển hơn và có chức năng nói chuyện với người khác .,mong nhà sản_xuất phải khắc_phục việc cần bằng game thà cho sink súng thôi còn tăng thêm chỉ_số . đã thế thằng nạp thì không nạp thì thua như những người như tôi . đấy là ý_kiến của tôi nói vậy nhưng vẫn cho 5star . mong admin phát_triển hơn và có chức_năng nói_chuyện với người khác .,1,app,train
train_003133,em rất hài lòng,em rất hài_lòng,0,fashion,train
train_003134,"mong là đánh pos cùng tổ đội hợp tác chứ tự động thì nhàn chán, level tăng có giới hạn mới thu hút nhiều người chơi","mong là đánh pos cùng tổ đội hợp_tác chứ tự_động thì nhàn chán , level tăng có giới_hạn mới thu_hút nhiều người chơi",1,app,train
train_003135,"rẻ mà lại chất lượng. ưng lắm luôn. nghĩ có thể sẽ có bị lỗi ấy nhưng không hề, quần vẫn lên form cực xinh luôn. đáng mua","rẻ mà_lại chất_lượng . ưng lắm luôn . nghĩ có_thể sẽ có bị lỗi ấy nhưng không hề , quần vẫn lên form cực xinh luôn . đáng mua",0,fashion,train
train_003136,"giá cước phí cao nhất trong tất cả các ứng dụng, đặc biệt giờ cao điểm. giá phí tăng cao, vài mã khuyến mãi giảm cũng bằng giá gốc. ghét ở chỗ ban đầu để phí vừa phải, mang tiếng mã km cũng không đi.","giá cước_phí cao nhất trong tất_cả các ứng_dụng , đặc_biệt giờ cao_điểm . giá phí tăng cao , vài mã khuyến_mãi giảm cũng bằng giá gốc . ghét ở chỗ ban_đầu để phí vừa_phải , mang_tiếng mã km cũng không đi .",1,app,train
train_003137,"cảm nhận về game khá ổn. nhưng cũng có những thứ mình cảm thấy chưa được hài lòng lắm. thí dụ như: hay bảo trì làm gián đoạn khá nhiều event và chiến dịch,hệ thống dịch chưa được chính xác,V.V","cảm_nhận về game khá ổn . nhưng cũng có những thứ mình cảm_thấy chưa được hài_lòng lắm . thí_dụ như : hay bảo_trì làm gián_đoạn khá nhiều event và chiến_dịch , hệ_thống dịch chưa được chính_xác , V. V",1,app,train
train_003138,chán  cửa hàng  dễ sợ🙂,chán cửa_hàng dễ sợ 🙂,1,fashion,train
train_003139,tốt lắm :((( mình muốn mua nữa giờ không tìm thấy nữa giờ mua sao đây,tốt lắm : ( ( ( mình muốn mua nữa giờ không tìm thấy nữa giờ mua sao đây,0,cosmetic,train
train_003140,"hàng giao nhanh, nguyên tem, mới dùng nên chưa đánh giá chất lượng","hàng giao nhanh , nguyên tem , mới dùng nên chưa đánh_giá chất_lượng",0,mobile,train
train_003141,game cũng khá hay nhưng mỗi lần tôi chơi tôi phải tắt wifi để không có  quả người cáo nên tôi thấy cũng ổn mong nhà sản xuất fix lỗi,game cũng khá hay nhưng mỗi lần tôi chơi tôi phải tắt wifi để không có quả người cáo nên tôi thấy cũng ổn mong nhà sản_xuất fix lỗi,1,app,train
train_003142,mình dùng ngay hôm đầu đã dị ứng lên mụn mủ và nhiều mụn ẩn,mình dùng ngay hôm đầu đã dị_ứng lên mụn mủ và nhiều mụn ẩn,1,cosmetic,train
train_003143,"lọ kem trầy xước rất nhiều, trông như đã để lâu vậy, hơi thất vọng khi nhận đồ","lọ kem trầy_xước rất nhiều , trông như đã để lâu_vậy , hơi thất_vọng khi nhận đồ",1,cosmetic,train
train_003144,"mình đã nhận hàng và rất hài lòng, sẽ tiếp tục ủng hộ  cửa hàng ","mình đã nhận hàng và rất hài_lòng , sẽ tiếp_tục ủng_hộ cửa_hàng",0,fashion,train
train_003145,rất có ích,rất có_ích,0,app,train
train_003146,"son mịn, lên môi rất tự nhiên, sáng da, và đầy sức sống","son mịn , lên môi rất tự_nhiên , sáng da , và đầy sức_sống",0,cosmetic,train
